entrezgene,entrezgene_hs,hsapiens_homolog_orthology_confidence
770399,9050,1
100315711,NA,NA
424336,22854,1
777884,NA,NA
373953,5594,1
426571,64601,1
102465392,NA,NA
426047,9667,1
426047,6294,1
100315775,NA,NA
424381,26227,1
100315851,NA,NA
374271,3487,1
395129,284,1
396473,4082,1
100498699,NA,NA
100857260,79834,1
777829,NA,NA
428738,11030,1
423746,159195,1
768355,971,0
421467,140838,1
100315821,NA,NA
395150,90161,1
423003,2644,1
423712,140766,1
428233,9854,1
102465400,NA,NA
776040,10668,1
421643,54516,1
418003,6767,1
100315803,NA,NA
418646,9988,1
100859557,54892,1
415713,NA,NA
777931,NA,NA
424639,9372,1
107051395,NA,NA
421635,57621,1
422016,8648,1
777876,NA,NA
418871,57213,1
424326,151531,1
395902,26251,1
100315800,NA,NA
415801,51741,1
100315787,NA,NA
422754,NA,1
422754,81608,1
426778,54904,1
427548,390916,1
102465412,NA,NA
415557,5607,1
427688,22903,1
772367,1607,1
100859784,116372,1
102465360,NA,NA
415706,29948,1
100315943,NA,NA
101749800,389816,0
428928,51199,1
415724,27324,1
425507,1240,1
428447,956,1
428080,1024,1
417435,9120,1
102465972,NA,NA
420474,220929,1
421073,85019,1
100315978,NA,NA
422964,746,1
777863,NA,NA
777806,NA,NA
396044,4074,1
417898,7334,1
100315941,NA,NA
100315899,NA,NA
107055800,NA,NA
426873,466,1
395094,83888,1
373945,19,1
417665,404093,1
769654,6645,1
777831,NA,NA
102465331,NA,NA
102465383,NA,NA
395477,839,1
416174,2568,1
424063,23314,1
100859145,27146,1
102465973,NA,NA
771801,3568,1
416145,51720,1
100315989,NA,NA
421761,8936,1
419470,23065,1
100315766,NA,NA
419096,79370,1
416609,10229,1
426987,65993,1
374148,6662,1
424211,64320,1
102466233,NA,NA
416262,10827,1
100315759,NA,NA
395829,7483,1
426805,64425,1
416778,5413,1
416778,NA,1
107055673,3945,0
777875,NA,NA
100857227,3673,1
102466910,NA,NA
422419,4889,1
395828,8646,1
770817,NA,0
770817,112487,1
416244,8728,1
424267,151636,1
416884,10906,1
100315807,NA,NA
416208,8614,1
107055129,NA,NA
418152,5893,1
102465722,NA,NA
102465342,NA,NA
428895,283576,1
420505,9576,1
771144,343641,1
100315889,NA,NA
417159,6837,1
417536,6358,0
417536,6349,0
417536,414062,0
417536,6362,0
417536,6351,1
417536,6348,0
417536,9560,0
417536,388372,0
419416,1855,1
100315727,NA,NA
102466174,NA,NA
101748605,NA,NA
100858302,3854,1
100858302,286887,1
100858302,9119,1
100858302,3853,1
100858302,3852,1
416756,10921,1
100315994,NA,NA
100315955,NA,NA
428341,2528,1
428341,2527,1
428341,2525,1
100315756,NA,NA
420133,3643,1
421632,57480,1
777906,NA,NA
395170,388531,1
102465356,NA,NA
421715,84870,1
428790,116984,1
100315726,NA,NA
769880,14,1
417171,84628,1
422571,132851,1
395268,6741,1
101747995,4061,0
417606,1497,1
102466688,NA,NA
107052814,NA,NA
777835,NA,NA
776282,644591,1
776282,653598,1
776282,105371242,1
776282,653505,1
776282,730262,1
776282,5478,1
776282,728945,1
776282,645142,1
100315791,NA,NA
420145,84167,0
102466711,NA,NA
101750273,NA,NA
107052815,NA,NA
102466825,NA,NA
418489,2897,1
414838,1583,1
396172,890,1
395536,338917,1
100315814,NA,NA
777910,NA,NA
427379,4686,1
421421,9913,1
769532,283847,1
420996,8013,1
100315780,NA,NA
771080,148753,1
418910,23047,1
423881,119391,1
423881,9446,1
420771,79020,1
102466684,NA,NA
770943,6344,1
419474,440574,1
100857353,100287898,1
430741,11311,1
102465354,NA,NA
427450,7088,1
420488,91452,1
102465384,NA,NA
419270,113278,1
426254,81620,1
423107,8045,1
777798,NA,NA
420986,347273,1
424729,1573,1
101751218,83463,1
422684,57721,1
415746,84706,1
102465676,NA,NA
396024,81,1
100315822,NA,NA
424684,163782,1
415859,NA,NA
417226,1025,1
102465351,NA,NA
423042,133,1
416368,9522,1
102465732,NA,NA
421482,84661,1
416138,51523,1
100858394,219527,1
100315939,NA,NA
425499,3071,1
395347,54587,1
415535,9543,1
100315772,NA,NA
424078,4709,1
423669,1147,1
102465370,NA,NA
420514,221074,1
417249,9550,1
100315863,NA,NA
374142,7473,1
770939,91894,1
396392,2626,1
415999,23272,1
417015,8897,1
102465969,NA,NA
427449,1601,1
427503,123722,1
100315812,NA,NA
416229,285598,1
100857521,11254,1
422668,NA,NA
420647,6304,1
100315901,NA,NA
107056640,1385,0
423963,4288,0
770813,51023,1
417786,1272,1
426758,84283,1
100315815,NA,NA
777133,4009,1
418529,54101,1
426233,84311,1
395877,3053,1
421449,54676,1
420885,670,1
420455,10771,1
416812,140707,1
426754,84676,1
423043,81846,1
424907,344901,1
448832,4162,1
428772,79071,1
422741,57604,1
416408,124404,1
100315912,NA,NA
418973,143884,1
419826,5929,1
772251,28958,1
770171,9091,1
417925,121457,1
102465393,NA,NA
374071,10657,1
416740,140862,1
419401,339456,0
100315883,NA,NA
421450,57510,1
426000,156,1
425389,3140,0
102466831,NA,NA
101748797,NA,NA
770415,7485,1
422529,166929,1
419654,56063,1
100315719,NA,NA
423679,56624,1
423679,653308,0
107055132,NA,NA
425783,29121,0
425783,969,0
425783,387836,0
425783,9976,0
107056372,166378,0
416476,84433,1
374213,93,1
416791,2802,1
100315763,NA,NA
417561,5176,1
423617,8505,1
396509,6749,1
417220,10999,1
100859664,388761,0
100859664,284532,1
100859664,343170,1
100859664,127066,1
100859664,442191,1
100315885,NA,NA
107051000,8192,1
427173,64924,1
423236,255252,1
422433,4750,1
102465729,NA,NA
107050606,81890,0
395789,5986,1
770531,NA,1
770531,124491,1
417746,80305,1
416889,11153,1
417143,6256,1
427746,3140,0
768350,3140,0
396083,6857,1
427395,64087,1
415937,7375,1
107049085,NA,NA
423839,118813,1
415872,NA,NA
416078,6314,1
416078,6314,1
422248,27316,1
418857,8803,1
107057566,4137,0
427620,27190,1
395838,NA,NA
424773,23350,1
107056130,129787,0
100858058,9751,1
422850,55351,1
425349,11266,1
417521,57414,1
420863,51000,1
416312,9879,1
423001,338645,1
419122,23054,1
416800,8408,1
420226,146310,0
420902,2531,1
418353,254887,1
427100,54499,1
428958,340654,1
101752140,9704,1
429249,8857,1
416969,35,1
424991,5584,1
428569,6519,1
416827,91574,1
420084,5442,1
768825,56990,1
107057316,NA,NA
426495,23568,0
768536,134864,1
100858068,NA,NA
421698,NA,NA
769076,4145,1
107052805,NA,NA
395771,2706,1
395771,10804,1
101748521,4439,0
101748521,NA,0
770162,10519,1
418473,1525,1
418473,NA,0
420749,25948,1
423376,161394,0
419875,6566,1
419191,60598,1
107049150,NA,NA
777489,8815,1
395474,535,1
421662,117289,1
107056432,NA,NA
427838,6928,1
395949,6608,1
420519,7431,1
431576,201501,1
396108,1417,1
426401,54934,0
428146,3745,1
425978,9047,0
418922,6541,1
417405,55813,1
418297,9746,1
422179,NA,NA
421829,1081,1
424087,51602,1
417010,550631,1
417402,8161,1
395172,79154,1
414842,1004,1
419172,60625,1
426151,4076,1
100858343,820,0
428412,219771,1
420628,29887,1
396213,7143,1
100858385,NA,NA
107049500,5824,0
424631,26994,1
417300,51281,1
427171,5295,1
422085,9267,1
100858021,5281,1
424752,55679,1
419688,55629,1
427273,345757,1
416269,51164,1
419307,63916,1
769280,57337,1
425027,6747,1
416320,7416,1
107052723,64321,1
422704,23173,1
429710,3728,1
100190948,1020,1
424751,4648,1
395604,1142,1
100857499,157855,1
421982,NA,NA
418635,9367,1
425505,164091,1
416280,NA,NA
423927,8661,1
416400,197342,1
101747858,158401,1
427247,256691,1
431324,NA,NA
415759,8725,1
395498,7417,1
101752135,NA,NA
423044,23075,1
771795,84950,1
374168,7476,1
417406,23512,1
769546,NA,NA
395968,102723996,1
395968,23308,1
420851,NA,0
420851,81853,1
420851,51522,1
419669,127544,1
395669,5341,1
425801,911,0
425801,909,0
425801,910,0
425801,913,0
425801,912,0
423493,10572,1
428066,23078,1
423724,57178,1
396225,8516,1
416097,727936,1
416023,29927,1
101747454,NA,0
101747454,3109,0
427254,7763,1
427695,51329,1
427746,3140,0
423205,54866,0
374150,3400,1
415526,51324,1
428099,4908,1
100859819,NA,NA
423365,55640,1
419133,NA,0
419133,9054,1
374061,2535,1
769118,23710,1
416584,197370,1
428386,10221,1
395688,5770,1
421319,9725,1
417247,9966,1
395233,1859,1
100857214,7277,0
416917,150275,1
415530,51285,1
404297,1392,1
416306,NA,NA
396276,7373,1
418116,90956,1
100857754,58190,1
417270,9128,1
421099,NA,NA
768603,9679,1
423977,100131211,1
427301,23446,1
415881,23035,1
430359,NA,NA
415318,585,1
422882,118,1
417653,26574,1
418659,414,1
416487,57154,1
418190,6579,1
421918,55256,1
102465417,NA,NA
770747,113828,1
770226,2781,1
429657,55233,1
416939,1399,1
100533110,445815,1
100533110,11217,1
100315961,NA,NA
102466718,NA,NA
416986,5564,1
427084,80007,1
395951,3672,1
378900,7024,1
424996,151827,1
420066,NA,1
420066,4701,1
100859877,1504,1
100859877,440387,0
421938,79954,1
422259,55039,1
768497,100131378,1
421721,10345,1
417970,254048,1
419231,28231,1
423896,51703,1
423440,51218,1
417507,NA,NA
422002,389643,1
419006,159989,1
418413,NA,NA
417591,9527,1
421895,26268,1
429152,NA,NA
420032,28511,1
423787,59,1
417111,92400,1
100858066,116844,1
100858995,NA,NA
428857,2249,1
100859610,90993,1
425065,7818,1
421009,9658,1
417684,83394,1
107053109,58528,1
418997,54851,1
416347,51520,1
427267,NA,NA
423870,57412,1
395821,523,1
395851,8091,1
424916,200931,1
421050,4340,0
100859817,54823,1
102465717,NA,NA
423282,161142,0
427114,9652,1
428398,92999,1
769515,54622,1
102465367,NA,NA
415562,23519,1
415562,8125,1
421807,79694,1
100315887,NA,NA
418960,55835,1
416647,64285,1
415475,23184,1
423088,NA,NA
769798,594855,1
777937,NA,NA
420232,94241,1
100315924,NA,NA
429810,1104,1
422240,93380,1
416583,79831,1
425055,1582,1
429831,57592,1
776816,NA,NA
768950,941,0
419914,222642,1
422581,651,1
396031,50485,1
423990,10203,1
423382,57143,1
777887,NA,NA
418957,54737,1
419671,23499,1
419671,643314,1
422303,1068,1
422303,1069,1
770302,7345,1
100315913,NA,NA
100315909,NA,NA
419701,3145,1
107054443,201626,1
426913,NA,NA
417212,2733,1
100859322,9287,1
777822,NA,NA
417992,10766,1
427643,81848,1
101752029,7056,1
420627,3181,1
417941,397,1
100315801,NA,NA
396210,4774,1
395818,1513,1
101751277,201254,0
424206,255101,1
100315926,NA,NA
426515,10362,1
422532,100507096,1
422742,91694,1
107055667,440138,0
102465382,NA,NA
416683,93979,1
102465352,NA,NA
426732,8382,1
418965,1662,1
374003,51426,1
777849,NA,NA
424325,130399,1
417666,51649,1
396307,2243,1
417846,10576,1
102465327,NA,NA
395820,28514,1
777909,NA,NA
417256,780,0
424725,4438,1
102465411,NA,NA
416960,23761,1
102465725,NA,NA
416495,9551,1
777819,NA,NA
396070,7541,1
420440,1804,1
100315869,NA,NA
102466809,NA,NA
395764,838,1
395764,100506742,0
395764,837,0
395764,834,1
395369,83690,1
428006,22829,1
428006,57502,1
396001,6191,1
427612,1794,1
415756,83636,1
100315754,NA,NA
102465739,NA,NA
421402,64241,1
395305,6752,1
100315721,NA,NA
417135,56623,1
415902,51460,1
426162,23216,1
102466693,NA,NA
428748,60684,1
777897,NA,NA
415561,10391,1
100315698,NA,NA
102465312,NA,NA
428635,9892,1
374029,1365,1
100498679,NA,NA
431599,167465,1
425018,85476,1
424354,259266,1
396351,1791,1
102466682,NA,NA
415346,10363,1
102466681,NA,NA
417333,146712,1
416304,6695,1
100315868,NA,NA
418100,64761,1
100315919,NA,NA
102465391,NA,NA
422050,NA,NA
100859813,55083,1
100315856,NA,NA
102466980,NA,NA
420015,8639,1
420015,314,1
100316006,NA,NA
100315716,NA,NA
416050,10474,1
102465727,NA,NA
424697,205,1
420007,4077,1
423888,4601,1
100315695,NA,NA
100858028,113444,1
100315958,NA,NA
427106,116068,1
421636,55005,1
423310,25831,1
100315750,NA,NA
427408,23349,1
420968,51510,1
395093,221692,1
100315743,NA,NA
100315788,NA,NA
417999,83746,1
415770,91442,1
422804,23231,1
100315846,NA,NA
102465748,NA,NA
419705,80071,0
421229,129804,1
422594,51138,1
100315993,NA,NA
419511,8446,0
107057445,9354,0
777926,NA,NA
396103,6722,1
404296,2902,1
777874,NA,NA
395202,6455,1
416848,54509,1
100315902,NA,NA
771459,411,1
417973,NA,NA
102465338,NA,NA
102465371,NA,NA
102465372,NA,NA
104797309,NA,NA
396238,7525,1
418613,10389,1
396451,5743,1
414136,3316,1
414136,NA,1
777899,NA,NA
777923,NA,NA
424553,23032,1
416687,84893,1
768558,9038,1
416018,2624,1
100315739,NA,NA
423934,11196,1
417885,160419,1
422185,221823,1
422185,5631,1
101749520,3769,1
428547,6754,1
415962,9686,1
395760,6546,1
102465353,NA,NA
417450,90736,0
417450,84923,1
771365,196294,1
425058,84324,1
415674,9114,1
428306,51755,1
422946,8455,1
100315872,NA,NA
422933,146,1
770757,1814,1
427879,420,1
100498698,NA,NA
424968,8087,1
426519,80230,1
771257,10671,1
102466705,NA,NA
428528,1828,1
428528,147409,1
428528,1830,1
428511,84552,1
101750273,NA,NA
107052811,NA,NA
423806,340665,1
419115,26013,1
102465409,NA,NA
100857309,146167,1
427134,54926,1
417913,84101,1
420265,81501,1
422234,2239,1
421494,51029,1
396546,NA,NA
423479,1983,1
100858928,3269,1
100315841,NA,NA
416110,9695,1
770045,729020,1
770045,6120,1
395214,56963,1
100315853,NA,NA
421343,25782,1
374049,7164,1
102465733,NA,NA
420779,55915,1
418476,58494,1
100315985,NA,NA
100857890,9275,1
420718,1237,0
396298,6886,1
772026,9501,1
100315831,NA,NA
427183,5734,1
426612,22929,1
423955,NA,1
423955,399818,1
769960,57799,1
777801,NA,NA
102465315,NA,NA
429395,388761,0
429395,284532,1
429395,343170,0
429395,127066,1
429395,442191,0
107049231,388761,0
107049231,284532,1
107049231,343170,0
107049231,127066,1
107049231,442191,0
107049234,388761,0
107049234,284532,1
107049234,343170,0
107049234,127066,1
107049234,442191,0
768812,55760,1
416354,NA,NA
107055874,27012,0
100315728,NA,NA
420019,124817,1
423559,23034,1
777841,NA,NA
102466230,NA,NA
415476,57214,1
420829,221656,1
417604,83460,1
415831,54758,1
415831,105371397,1
102466700,NA,NA
100857403,NA,NA
395926,NA,NA
102466827,NA,NA
723789,51339,1
425545,6476,0
102465362,NA,NA
424278,8886,1
769112,79586,1
421130,195814,1
768449,2151,1
102465345,NA,NA
100315835,NA,NA
425350,80306,1
419223,6874,1
421004,51053,1
102465317,NA,NA
419236,63910,1
417976,253190,1
419180,55861,1
426905,23385,1
100315825,NA,NA
769402,5570,1
777934,NA,NA
776411,6632,1
102466712,NA,NA
420687,131034,1
102465418,NA,NA
424670,115209,1
100315745,NA,NA
424647,127435,1
396495,3576,1
100498682,NA,NA
102465988,NA,NA
428797,57537,1
418274,51258,1
428687,63035,1
777823,NA,NA
423264,55218,1
426088,79980,1
100315900,NA,NA
417043,84851,0
417043,90933,1
100315744,NA,NA
107056740,6165,0
422203,8473,1
374146,2078,1
427010,51663,0
100857940,NA,NA
101750273,NA,NA
415703,83693,1
421944,9687,1
100315898,NA,NA
102465324,NA,NA
426798,28966,1
100315782,NA,NA
102466185,NA,NA
770271,NA,NA
416813,57647,1
419640,114784,1
428441,NA,NA
100315747,NA,NA
428541,NA,NA
102466694,NA,NA
107056794,55215,0
421145,253943,1
100315776,NA,NA
404776,29121,0
404776,969,1
404776,387836,0
404776,9976,0
424490,24,1
777885,NA,NA
419960,996,1
378899,NA,NA
417020,4744,1
426957,NA,NA
420949,23242,1
418808,23077,1
777940,NA,NA
107049466,27243,1
418213,55726,1
100315761,NA,NA
395674,4170,1
417754,154865,1
417643,54828,1
771113,54997,1
102466979,NA,NA
771973,3354,1
107055115,NA,NA
416872,5501,1
107057156,64132,0
427846,222256,1
419885,4893,1
396432,7052,1
419711,9538,1
415531,NA,NA
770886,84269,1
768688,64093,1
693260,3140,0
424594,4595,1
101752041,64922,1
421116,9821,1
423627,143241,1
423627,84332,0
769222,11095,1
417474,NA,NA
101749950,NA,NA
419658,55108,1
431593,8988,1
422241,10479,1
770753,51063,1
396202,4897,1
428168,116151,1
100859434,79896,1
107056275,NA,NA
418710,6160,1
374070,10287,1
419346,4773,1
107050924,7009,1
422998,91683,1
424369,127933,1
100859910,NA,NA
424521,9403,1
419779,10205,1
415650,51090,1
429069,9462,1
107050213,2866,0
107050213,2865,1
107050213,2867,0
424251,201562,1
428427,10165,1
415332,6652,1
419192,8839,1
424114,200576,1
418224,26286,1
431167,5972,1
107056335,10463,0
417023,55884,1
419256,80331,1
427605,84249,1
419173,9935,1
101751399,113746,0
107049605,113746,0
107049606,113746,0
425758,3028,1
770724,374291,1
101748630,79759,1
110224119,NA,NA
396100,1946,1
395597,23788,1
395238,58189,1
422826,9982,1
416477,NA,NA
421914,7837,1
427728,6891,1
427728,NA,1
419209,55959,1
426488,4729,1
100859627,220988,1
430731,58500,0
770087,55319,1
420185,NA,1
418546,102724652,1
418546,1409,1
424440,462,1
416865,9735,1
425791,26298,1
768582,NA,NA
373927,28316,1
417399,58488,1
417126,NA,1
427386,285605,1
417867,23390,1
101750922,79918,1
418191,79912,1
419288,22919,1
373983,672,1
420399,116841,1
424308,55777,1
107050024,113746,0
693259,51348,0
693259,3820,0
693259,100431172,0
419262,NA,1
419262,51750,1
421939,245973,1
378785,64111,1
770519,55192,1
415812,NA,0
415812,23417,1
425647,140732,0
425647,6676,0
395074,151887,1
424588,79654,1
374084,26284,1
427175,256987,1
424069,130535,1
418612,5256,1
101747969,140699,0
421769,2309,1
424478,51375,1
424551,8880,1
772374,392636,1
421473,391365,1
424332,64844,1
415621,84138,1
416465,392617,1
373946,3675,1
417027,23389,1
418054,80020,1
415339,90525,1
101747578,2866,0
101747578,2865,0
101747578,2867,0
396333,5569,1
107049563,140732,0
107049563,6676,0
419170,26051,1
770005,NA,NA
395102,5429,1
416661,124402,1
417825,29110,1
428321,256949,1
419727,334,1
424153,80067,1
101747341,100129792,1
421734,285761,1
421015,644041,1
424764,55689,1
421248,5834,1
423454,123099,1
418052,4689,1
417455,83882,1
418561,4129,1
431323,NA,NA
419747,79827,1
769943,130502,1
769809,653604,1
428512,2587,1
422224,NA,NA
407088,5648,1
769245,149461,1
107055715,93081,0
427995,139411,1
776112,144363,1
415658,5681,1
416321,56951,1
416621,1039,1
416621,101060399,1
772226,200014,1
421153,79961,1
428156,2307,1
421760,51362,1
418239,23779,1
418239,553158,1
423300,4857,1
497625,128178,1
416569,5930,1
417298,2220,1
417298,2219,1
418419,55347,1
770639,NA,NA
101749809,NA,NA
374269,8626,1
100858504,NA,NA
421435,9025,1
107057448,479,0
422894,401115,1
417727,85025,1
425657,1520,1
395478,NA,NA
422322,NA,NA
427872,9182,1
428295,NA,NA
100857674,80231,1
107056790,NA,NA
418373,375035,1
768672,158234,1
419497,57540,1
420072,23396,1
100861562,NA,NA
416774,29799,1
421032,3613,1
418411,117157,1
415487,5346,1
100861562,NA,NA
396043,182,1
423203,55343,1
426995,57020,1
421165,6051,1
100861562,NA,NA
777896,NA,NA
420147,125972,1
100315811,NA,NA
415400,9133,1
100861562,NA,NA
107053360,10263,1
100857974,9480,1
107050398,84148,1
418048,4357,1
102466704,NA,NA
100861562,NA,NA
100315928,NA,NA
395484,56914,1
418336,55356,1
100861562,NA,NA
100315794,NA,NA
777797,NA,NA
100315957,NA,NA
100861562,NA,NA
100858173,80216,1
428908,79446,1
771826,57471,0
417701,158506,1
417701,79872,1
420254,51582,1
100315798,NA,NA
424563,991,1
777913,NA,NA
100861562,NA,NA
423916,5408,1
423916,5407,1
423916,5406,1
768444,781,1
419296,9675,1
419811,10542,1
416200,78991,1
102466177,NA,NA
102465426,NA,NA
395655,4851,1
102466909,NA,NA
419097,4040,1
100315765,NA,NA
422199,2157,1
100315890,NA,NA
425543,50809,1
416417,92017,1
100858862,92840,0
431585,729,1
100315731,NA,NA
768390,10630,0
776720,1783,0
395788,6939,1
418633,8481,1
102466981,NA,NA
416593,64718,0
102465971,NA,NA
422732,137492,1
422313,142689,1
417471,124535,1
100315820,NA,NA
107056567,NA,NA
100316022,NA,NA
100498680,NA,NA
415979,138639,1
100315843,NA,NA
418040,11135,1
100315922,NA,NA
107057192,113746,0
107057193,113746,0
101749287,NA,NA
777853,NA,NA
395601,51804,1
423950,2849,1
426561,64949,1
100315850,NA,NA
100315783,NA,NA
420349,93594,1
419007,120103,1
417907,55967,1
418270,26355,1
771862,57125,1
429015,494513,1
777873,NA,NA
777842,NA,NA
427675,6210,1
106182184,NA,NA
428799,152,1
100315870,NA,NA
777936,NA,NA
417462,55695,1
373990,6909,1
426455,120939,1
777814,NA,NA
100315737,NA,NA
771718,NA,0
771718,7401,1
422009,92749,1
423069,144100,1
423555,9787,1
100315938,NA,NA
417219,51117,1
777803,NA,NA
100736561,55229,1
419246,6725,1
424784,151473,1
426252,414918,1
102465326,NA,NA
416473,23288,1
776930,84878,1
100315777,NA,NA
771939,440567,1
771939,7388,1
422089,11322,1
100315987,NA,NA
420786,10268,1
777864,NA,NA
417795,83448,1
416658,79034,1
415722,80205,1
102466188,NA,NA
425918,NA,NA
777039,NA,NA
416782,10587,1
428979,85450,1
419941,10554,1
101748456,NA,NA
768647,343066,0
768647,126767,1
424317,10254,1
102465350,NA,NA
423794,3363,1
414877,NA,NA
396349,NA,1
396349,5605,1
417197,56904,1
770958,23635,1
100315762,NA,NA
107055304,146923,1
777879,NA,NA
428883,394,1
419466,23400,1
100858087,145873,0
100858087,55897,0
100316021,NA,NA
424433,57795,1
100315802,NA,NA
396076,22798,1
422567,3248,1
420537,53616,1
419205,128506,1
421994,10890,1
426106,NA,NA
777809,NA,NA
102465401,NA,NA
107057524,NA,NA
100315848,NA,NA
100859320,NA,0
100859320,51079,1
423291,283742,1
777944,NA,NA
102465680,NA,NA
102466811,NA,NA
417546,8460,1
769963,5051,1
102465406,NA,NA
102466224,NA,NA
100858729,84954,1
107057564,30837,0
102465346,NA,NA
100315758,NA,NA
769575,283677,1
418337,81839,1
426569,128240,1
420315,169044,1
415573,8669,1
102465395,NA,NA
426529,9541,1
420120,1311,1
100316003,NA,NA
425210,8649,1
771364,25776,1
102465410,NA,NA
395745,2139,1
107054875,2139,1
428265,29949,1
107055375,7171,1
777898,NA,NA
418177,729025,1
